Platform,Date,Total_Posts,7Day_Moving_Avg,30Day_Moving_Avg
X_Platform,2025-03-10,6,7.571428571428571,7.366666666666666
X_Platform,2025-03-11,8,7.714285714285714,7.566666666666666
X_Platform,2025-03-12,8,7.285714285714286,7.633333333333334
X_Platform,2025-03-13,6,6.714285714285714,7.666666666666667
X_Platform,2025-03-14,5,5.857142857142857,7.633333333333334
X_Platform,2025-03-15,6,6.0,7.633333333333334
X_Platform,2025-03-16,16,7.857142857142857,7.8
X_Platform,2025-03-17,5,7.714285714285714,7.766666666666667
X_Platform,2025-03-18,7,7.571428571428571,7.933333333333334
X_Platform,2025-03-19,13,8.285714285714286,8.233333333333333
X_Platform,2025-03-20,11,9.0,8.033333333333333
X_Platform,2025-03-21,11,9.857142857142858,8.133333333333333
X_Platform,2025-03-22,6,9.857142857142858,8.133333333333333
X_Platform,2025-03-23,12,9.285714285714286,8.3
X_Platform,2025-03-24,8,9.714285714285714,8.433333333333334
X_Platform,2025-03-25,9,10.0,8.6
X_Platform,2025-03-26,11,9.714285714285714,8.633333333333333
X_Platform,2025-03-27,7,9.142857142857142,8.433333333333334
X_Platform,2025-03-28,9,8.857142857142858,8.433333333333334
X_Platform,2025-03-29,5,8.714285714285714,8.266666666666667
X_Platform,2025-03-30,5,7.714285714285714,8.133333333333333
X_Platform,2025-03-31,10,8.0,8.266666666666667
X_Platform,2025-04-01,9,8.0,8.466666666666667
X_Platform,2025-04-02,7,7.428571428571429,8.233333333333333
X_Platform,2025-04-03,9,7.714285714285714,8.3
X_Platform,2025-04-04,8,7.571428571428571,8.2
X_Platform,2025-04-05,5,7.571428571428571,8.033333333333333
X_Platform,2025-04-06,2,7.142857142857143,7.733333333333333
X_Platform,2025-04-07,9,7.0,7.866666666666666
X_Platform,2025-04-08,10,7.142857142857143,8.1
X_Platform,2025-04-09,9,7.428571428571429,8.2
X_Platform,2025-04-10,14,8.142857142857142,8.4
X_Platform,2025-04-11,11,8.571428571428571,8.5
X_Platform,2025-04-12,8,9.0,8.566666666666666
X_Platform,2025-04-13,11,10.285714285714286,8.766666666666667
X_Platform,2025-04-14,7,10.0,8.8
X_Platform,2025-04-15,14,10.571428571428571,8.733333333333333
X_Platform,2025-04-16,14,11.285714285714286,9.033333333333333
X_Platform,2025-04-17,10,10.714285714285714,9.133333333333333
X_Platform,2025-04-18,12,10.857142857142858,9.1
X_Platform,2025-04-19,10,11.142857142857142,9.066666666666666
X_Platform,2025-04-20,14,11.571428571428571,9.166666666666666
X_Platform,2025-04-21,8,11.714285714285714,9.233333333333333
X_Platform,2025-04-22,10,11.142857142857142,9.166666666666666
X_Platform,2025-04-23,14,11.142857142857142,9.366666666666667
X_Platform,2025-04-24,13,11.571428571428571,9.5
X_Platform,2025-04-25,10,11.285714285714286,9.466666666666667
X_Platform,2025-04-26,7,10.857142857142858,9.466666666666667
X_Platform,2025-04-27,3,9.285714285714286,9.266666666666667
X_Platform,2025-04-28,11,9.714285714285714,9.466666666666667
X_Platform,2025-04-29,10,9.714285714285714,9.633333333333333
X_Platform,2025-04-30,13,9.571428571428571,9.733333333333333
X_Platform,2025-05-01,8,8.857142857142858,9.7
X_Platform,2025-05-02,7,8.428571428571429,9.7
X_Platform,2025-05-03,7,8.428571428571429,9.633333333333333
X_Platform,2025-05-04,13,9.857142857142858,9.8
X_Platform,2025-05-05,6,9.142857142857142,9.833333333333334
X_Platform,2025-05-06,12,9.428571428571429,10.166666666666666
X_Platform,2025-05-07,6,8.428571428571429,10.066666666666666
X_Platform,2025-05-08,9,8.571428571428571,10.033333333333333
X_Platform,2025-05-09,11,9.142857142857142,10.1
X_Platform,2025-05-10,7,9.142857142857142,9.866666666666667
X_Platform,2025-05-11,5,8.0,9.666666666666666
X_Platform,2025-05-12,7,8.142857142857142,9.633333333333333
X_Platform,2025-05-13,11,8.0,9.633333333333333
X_Platform,2025-05-14,11,8.714285714285714,9.766666666666667
X_Platform,2025-05-15,11,9.0,9.666666666666666
X_Platform,2025-05-16,12,9.142857142857142,9.6
X_Platform,2025-05-17,2,8.428571428571429,9.333333333333334
X_Platform,2025-05-18,12,9.428571428571429,9.333333333333334
X_Platform,2025-05-19,8,9.571428571428571,9.266666666666667
X_Platform,2025-05-20,9,9.285714285714286,9.1
X_Platform,2025-05-21,9,9.0,9.133333333333333
X_Platform,2025-05-22,14,9.428571428571429,9.266666666666667
X_Platform,2025-05-23,7,8.714285714285714,9.033333333333333
X_Platform,2025-05-24,6,9.285714285714286,8.8
X_Platform,2025-05-25,9,8.857142857142858,8.766666666666667
X_Platform,2025-05-26,5,8.428571428571429,8.7
X_Platform,2025-05-27,12,8.857142857142858,9.0
X_Platform,2025-05-28,10,9.0,8.966666666666667
X_Platform,2025-05-29,12,8.714285714285714,9.033333333333333
X_Platform,2025-05-30,11,9.285714285714286,8.966666666666667
X_Platform,2025-05-31,5,9.142857142857142,8.866666666666667
X_Platform,2025-06-01,9,9.142857142857142,8.933333333333334
X_Platform,2025-06-02,6,9.285714285714286,8.9
X_Platform,2025-06-03,4,8.142857142857142,8.6
X_Platform,2025-06-04,11,8.285714285714286,8.766666666666667
X_Platform,2025-06-05,8,7.714285714285714,8.633333333333333
X_Platform,2025-06-06,9,7.428571428571429,8.733333333333333
X_Platform,2025-06-07,3,7.142857142857143,8.533333333333333
X_Platform,2025-06-08,1,6.0,8.2
X_Platform,2025-06-09,6,6.0,8.166666666666666
X_Platform,2025-06-10,8,6.571428571428571,8.266666666666667
X_Platform,2025-06-11,12,6.714285714285714,8.433333333333334
X_Platform,2025-06-12,13,7.428571428571429,8.5
X_Platform,2025-06-13,9,7.428571428571429,8.433333333333334
X_Platform,2025-06-14,10,8.428571428571429,8.4
X_Platform,2025-06-15,17,10.714285714285714,8.566666666666666
X_Platform,2025-06-16,7,10.857142857142858,8.733333333333333
X_Platform,2025-06-17,10,11.142857142857142,8.666666666666666
X_Platform,2025-06-18,6,10.285714285714286,8.6
X_Platform,2025-06-19,7,9.428571428571429,8.533333333333333
X_Platform,2025-06-20,6,9.0,8.433333333333334
X_Platform,2025-06-21,2,7.857142857142857,8.033333333333333
X_Platform,2025-06-22,5,6.142857142857143,7.966666666666667
X_Platform,2025-06-23,13,7.0,8.2
X_Platform,2025-06-24,8,6.714285714285714,8.166666666666666
X_Platform,2025-06-25,6,6.714285714285714,8.2
X_Platform,2025-06-26,9,7.0,8.1
X_Platform,2025-06-27,11,7.714285714285714,8.133333333333333
X_Platform,2025-06-28,10,8.857142857142858,8.066666666666666
X_Platform,2025-06-29,10,9.571428571428571,8.033333333333333
X_Platform,2025-06-30,7,8.714285714285714,8.1
X_Platform,2025-07-01,6,8.428571428571429,8.0
X_Platform,2025-07-02,9,8.857142857142858,8.1
X_Platform,2025-07-03,4,8.142857142857142,8.1
X_Platform,2025-07-04,6,7.428571428571429,7.933333333333334
X_Platform,2025-07-05,7,7.0,7.9
X_Platform,2025-07-06,14,7.571428571428571,8.066666666666666
X_Platform,2025-07-07,7,7.571428571428571,8.2
X_Platform,2025-07-08,5,7.428571428571429,8.333333333333334
X_Platform,2025-07-09,4,6.714285714285714,8.266666666666667
X_Platform,2025-07-10,12,7.857142857142857,8.4
X_Platform,2025-07-11,14,9.0,8.466666666666667
X_Platform,2025-07-12,3,8.428571428571429,8.133333333333333
X_Platform,2025-07-13,4,7.0,7.966666666666667
X_Platform,2025-07-14,6,6.857142857142857,7.833333333333333
X_Platform,2025-07-15,9,7.428571428571429,7.566666666666666
X_Platform,2025-07-16,9,8.142857142857142,7.633333333333334
X_Platform,2025-07-17,4,7.0,7.433333333333334
X_Platform,2025-07-18,8,6.142857142857143,7.5
X_Platform,2025-07-19,1,5.857142857142857,7.3
X_Platform,2025-07-20,4,5.857142857142857,7.233333333333333
X_Platform,2025-07-21,8,6.142857142857143,7.433333333333334
X_Platform,2025-07-22,10,6.285714285714286,7.6
X_Platform,2025-07-23,13,6.857142857142857,7.6
X_Platform,2025-07-24,9,7.571428571428571,7.633333333333334
X_Platform,2025-07-25,9,7.714285714285714,7.733333333333333
X_Platform,2025-07-26,1,7.714285714285714,7.466666666666667
X_Platform,2025-07-27,16,9.428571428571429,7.633333333333334
X_Platform,2025-07-28,5,9.0,7.466666666666667
X_Platform,2025-07-29,10,9.0,7.466666666666667
X_Platform,2025-07-30,9,8.428571428571429,7.533333333333333
X_Platform,2025-07-31,5,7.857142857142857,7.5
X_Platform,2025-08-01,10,8.0,7.533333333333333
